id_itens;data_compra;status_id;from_iata;to_iata;tipo_viagem;data_ida;data_volta;valor_passagem;milhas_usadas;adultos;criancas;
1662;2019-12-18;1;GIG;IOS;Somente ida;2020-02-19 06:00:00;;R$ 945;0;2;0;
1663;2019-12-30;2;GIG;LIS;Ida e volta;2020-02-19 06:55:00;2020-07-20 07:15:00;R$ 3.688;90.500;1;0;
1664;2019-12-29;2;GIG;LIS;Ida e volta;2020-02-19 06:55:00;2020-11-22 06:40:00;R$ 3.696;90.500;1;0;
1665;2019-09-26;1;LIS;GIG;Somente ida;2020-02-19 08:55:00;;R$ 1.448;55.000;1;0;
1666;2019-09-07;1;SCL;GIG;Somente ida;2020-02-19 09:17:00;;R$ 677;15.000;1;0;
1667;2019-12-24;1;EZE;GIG;Somente ida;2020-02-19 14:15:00;;R$ 709;15.500;1;0;
1668;2019-09-26;1;GIG;LIS;Somente ida;2020-02-19 19:15:00;;R$ 1.439;55.000;1;0;
1669;2019-11-13;1;GIG;LIS;Ida e volta;2020-02-19 21:50:00;2020-03-02 08:00:00;R$ 11.117;370.000;4;0;
1670;2019-10-06;1;GIG;LIS;Ida e volta;2020-02-19 21:50:00;2020-03-01 12:45:00;R$ 3.718;132.000;1;0;
1671;2019-11-29;3;SCL;GIG;Ida e volta;2020-02-20 03:15:00;2020-03-02 21:25:00;R$ 1.278;33.600;1;0;
1672;2019-10-21;1;GIG;SCL;Ida e volta;2020-02-20 04:02:00;2020-02-29 18:07:00;R$ 4.201;0;3;0;
1673;2019-10-31;1;GIG;FEN;Ida e volta;2020-02-20 06:40:00;2020-03-02 12:40:00;R$ 1.485;48.500;1;0;
1674;2019-08-02;1;GIG;IOS;Somente ida;2020-02-20 07:45:00;;R$ 367;11.000;1;0;
1675;2019-11-28;1;MIA;CUN;Ida e volta;2020-02-20 14:50:00;2020-02-26 17:54:00;R$ 3.779;0;3;0;
1676;2019-09-10;1;GIG;SCL;Ida e volta;2020-02-20 21:00:00;2020-02-27 20:57:00;R$ 2.143;51.000;1;0;
1677;2019-09-30;1;GIG;LIS;Ida e volta;2020-02-20 21:50:00;2020-03-04 23:20:00;R$ 6.574;185.000;2;0;
1678;2019-11-10;2;GIG;LIS;Somente ida;2020-02-20 21:50:00;;R$ 3.612;106.000;2;0;
1679;2019-12-05;2;GIG;FEN;Somente ida;2020-02-21 06:40:00;;R$ 1.450;56.500;1;0;
1680;2019-12-02;1;GIG;EZE;Somente ida;2020-02-21 06:55:00;;R$ 676;16.300;1;0;
1681;2019-12-02;2;GIG;EZE;Somente ida;2020-02-21 06:55:00;;R$ 676;16.300;1;0;
1682;2019-11-30;3;IOS;GIG;Ida e volta;2020-02-21 11:55:00;2020-03-01 08:40:00;R$ 901;0;1;0;
1683;2019-12-20;2;GIG;LIS;Ida e volta;2020-02-21 20:00:00;2020-02-25 23:10:00;R$ 3.161;106.000;1;0;
1684;2019-12-28;1;GIG;SCL;Ida e volta;2020-02-21 21:00:00;2020-02-26 20:57:00;R$ 4.426;115.000;2;0;
1685;2019-10-14;1;GIG;LIS;Ida e volta;2020-02-21 21:50:00;2020-02-29 23:30:00;R$ 3.271;132.000;1;0;
1686;2019-11-17;2;LIS;GIG;Ida e volta;2020-02-21 23:30:00;2020-03-05 17:10:00;R$ 2.749;92.500;1;0;
1687;2019-10-06;2;GIG;SCL;Ida e volta;2020-02-22 01:50:00;2020-02-28 09:17:00;R$ 1.513;33.000;1;0;
1688;2019-08-01;1;GIG;IOS;Somente ida;2020-02-22 07:10:00;;R$ 1.267;40.000;2;0;
1689;2019-08-01;1;GIG;IOS;Somente ida;2020-02-22 07:10:00;;R$ 638;20.000;1;0;
1690;2019-10-04;2;GIG;SCL;Ida e volta;2020-02-22 10:25:00;2020-02-27 20:57:00;R$ 1.323;31.500;1;0;
1691;2019-11-29;1;MIA;CUN;Somente ida;2020-02-22 14:50:00;;R$ 694;0;1;0;
1692;2019-08-21;1;GIG;LIS;Ida e volta;2020-02-22 17:10:00;2020-03-01 23:20:00;R$ 3.591;132.000;1;0;
1693;2019-08-12;1;GIG;EZE;Ida e volta;2020-02-22 17:35:00;2020-02-26 02:45:00;R$ 2.790;80.400;2;0;
1694;2019-12-01;1;GIG;IOS;Somente ida;2020-02-23 09:10:00;;R$ 1.405;0;4;0;
1695;2019-09-22;1;GIG;SCL;Ida e volta;2020-02-23 10:25:00;2020-02-27 15:45:00;R$ 2.774;60.000;2;0;
1696;2019-09-22;2;GIG;SCL;Ida e volta;2020-02-23 10:25:00;2020-02-27 05:32:00;R$ 1.283;30.000;1;0;
1697;2019-12-09;1;LIS;GIG;Somente ida;2020-02-24 08:00:00;;R$ 2.805;79.000;2;0;
1698;2019-10-31;2;BCN;GIG;Somente ida;2020-02-24 09:30:00;;R$ 3.179;91.000;2;0;
1699;2019-11-03;1;EZE;SCL;Somente ida;2020-02-24 15:22:00;;R$ 485;0;1;0;
1700;2019-10-17;2;GIG;AMS;Somente ida;2020-02-24 20:00:00;;R$ 1.559;53.000;1;0;
1701;2019-10-25;2;BCN;GIG;Somente ida;2020-02-25 08:00:00;;R$ 3.365;91.000;2;0;
1702;2019-12-28;1;LIS;GIG;Somente ida;2020-02-25 13:10:00;;R$ 3.568;0;2;0;
1703;2019-12-28;1;EZE;SCL;Somente ida;2020-02-25 15:22:00;;R$ 379;0;1;0;
1704;2019-10-23;2;GIG;RAO;Somente ida;2020-02-25 22:15:00;;R$ 182;4.100;1;0;
1705;2019-12-12;1;GIG;EZE;Somente ida;2020-02-26 17:10:00;;R$ 489;15.000;1;0;
1706;2019-12-29;1;GIG;LIS;Ida e volta;2020-02-26 21:50:00;2020-03-09 23:10:00;R$ 4.815;158.000;2;0;
1707;2019-12-02;2;GIG;LIS;Ida e volta;2020-02-26 21:50:00;2020-03-09 23:10:00;R$ 8.213;217.250;2;1;
1708;2019-11-29;1;GIG;LIS;Ida e volta;2020-02-26 21:50:00;2020-03-14 23:30:00;R$ 4.291;158.000;2;0;
1709;2019-12-08;1;GIG;AMS;Somente ida;2020-02-26 21:50:00;;R$ 1.412;39.500;1;0;
1710;2019-12-13;1;GIG;LIS;Ida e volta;2020-02-26 21:50:00;2020-03-09 23:10:00;R$ 4.987;138.250;1;1;
1711;2019-12-13;1;GIG;LIS;Ida e volta;2020-02-26 21:50:00;2020-03-09 23:10:00;R$ 7.075;237.000;3;0;
1712;2019-11-29;3;GIG;LIS;Ida e volta;2020-02-26 21:50:00;2020-03-14 23:30:00;R$ 4.291;158.000;2;0;
1713;2019-12-02;1;SCL;GIG;Somente ida;2020-02-26 22:55:00;;R$ 540;0;1;0;
1714;2019-12-02;1;SCL;GIG;Somente ida;2020-02-26 22:55:00;;R$ 461;0;1;0;
1715;2019-10-11;1;SCL;GIG;Somente ida;2020-02-26 22:57:00;;R$ 476;0;1;0;
1716;2019-10-11;1;SCL;GIG;Somente ida;2020-02-26 22:57:00;;R$ 476;0;1;0;
1717;2019-12-01;1;EZE;SCL;Somente ida;2020-02-27 09:52:00;;R$ 449;0;1;0;
1718;2019-12-20;3;GIG;LIS;Somente ida;2020-02-28 06:55:00;;R$ 2.151;55.700;1;0;
1719;2019-12-08;2;GIG;AMS;Ida e volta;2020-02-28 06:55:00;2020-03-20 07:55:00;R$ 3.585;0;1;0;
1720;2019-11-29;1;GIG;MIA;Somente ida;2020-02-28 06:55:00;;R$ 1.467;33.600;1;0;
1721;2019-12-27;2;GIG;EZE;Somente ida;2020-02-28 17:10:00;;R$ 497;15.000;1;0;
1722;2019-11-03;1;GIG;LIS;Ida e volta;2020-02-28 21:50:00;2020-03-13 23:30:00;R$ 3.070;79.000;1;0;
1723;2019-12-12;1;SCL;GIG;Somente ida;2020-02-29 05:00:00;;R$ 449;0;1;0;
1724;2019-08-21;1;LIS;GIG;Somente ida;2020-02-29 23:30:00;;R$ 1.750;53.000;1;0;
1725;2019-12-28;1;LIS;GIG;Somente ida;2020-03-01 12:45:00;;R$ 1.274;39.500;1;0;
1726;2019-12-25;2;IOS;EZE;Ida e volta;2020-03-01 15:20:00;2020-03-27 07:40:00;R$ 1.571;29.100;1;0;
1727;2019-12-25;2;IOS;EZE;Ida e volta;2020-03-01 15:20:00;2020-03-29 00:20:00;R$ 1.381;27.200;1;0;
1728;2019-12-30;2;EZE;GIG;Somente ida;2020-03-01 23:55:00;;R$ 3.286;58.200;3;0;
1729;2019-12-30;2;EZE;GIG;Somente ida;2020-03-01 23:55:00;;R$ 1.099;17.200;1;0;
1730;2019-10-14;1;GIG;FEN;Ida e volta;2020-03-02 06:40:00;2020-03-06 12:50:00;R$ 1.194;39.000;1;0;
1731;2019-12-08;1;GIG;FEN;Ida e volta;2020-03-02 06:40:00;2020-03-08 12:40:00;R$ 1.581;57.000;1;0;
1732;2019-11-19;1;RAO;MCO;Ida e volta;2020-03-02 16:50:00;2020-03-24 17:25:00;R$ 5.573;145.200;2;0;
1733;2019-12-29;1;SCL;GIG;Somente ida;2020-03-03 05:03:00;;R$ 767;0;2;0;
1734;2019-11-19;5;EZE;GIG;Ida e volta;2020-03-03 10:20:00;2020-03-26 15:00:00;R$ 1.187;22.000;1;0;
1735;2019-12-02;3;GIG;FEN;Somente ida;2020-03-03 22:00:00;;R$ 1.379;52.000;2;0;
1736;2019-12-28;1;GIG;RAO;Somente ida;2020-03-03 22:15:00;;R$ 594;0;3;0;
1737;2019-11-08;2;GIG;BOG;Somente ida;2020-03-04 09:10:00;;R$ 837;17.000;1;0;
1738;2019-12-12;1;GIG;LIS;Ida e volta;2020-03-04 17:10:00;2020-03-18 23:10:00;R$ 2.629;79.000;1;0;
1739;2019-08-15;1;GIG;LIS;Ida e volta;2020-03-04 18:55:00;2020-04-02 23:25:00;R$ 3.025;105.000;1;0;
1740;2019-10-25;3;SCL;GIG;Somente ida;2020-03-05 05:00:00;;R$ 1.313;0;3;0;
1741;2019-12-28;1;RAO;GIG;Somente ida;2020-03-06 05:45:00;;R$ 692;0;2;1;
1742;2019-12-01;1;LIS;GIG;Somente ida;2020-03-06 10:15:00;;R$ 6.254;252.000;2;0;
1743;2019-12-07;1;GIG;LIS;Ida e volta;2020-03-06 17:10:00;2020-03-28 23:30:00;R$ 2.930;79.000;1;0;
1744;2019-09-22;3;GIG;LIS;Ida e volta;2020-03-06 17:10:00;2020-03-20 23:30:00;R$ 2.919;79.000;1;0;
1745;2019-09-22;3;GIG;LIS;Somente ida;2020-03-06 17:10:00;;R$ 1.339;39.500;1;0;
1746;2019-12-31;1;LIS;GIG;Somente ida;2020-03-07 23:30:00;;R$ 1.275;39.500;1;0;
1747;2019-08-10;2;GIG;BOG;Ida e volta;2020-03-08 01:25:00;2020-04-05 18:08:00;R$ 1.668;0;1;0;
1748;2019-10-04;1;GIG;LIS;Ida e volta;2020-03-08 17:10:00;2020-03-27 23:30:00;R$ 2.951;92.500;1;0;
1749;2019-10-08;1;GIG;FEN;Ida e volta;2020-03-09 06:40:00;2020-03-16 12:50:00;R$ 2.566;73.000;2;0;
1750;2019-12-13;1;GIG;CUN;Somente ida;2020-03-11 01:25:00;;R$ 1.435;49.000;1;0;
1751;2019-12-20;1;EZE;GIG;Ida e volta;2020-03-11 02:45:00;2020-03-15 17:10:00;R$ 1.077;29.000;1;0;
1752;2019-10-08;5;GIG;FEN;Ida e volta;2020-03-11 06:40:00;2020-03-18 12:50:00;R$ 1.222;35.500;1;0;
1753;2019-11-11;1;GIG;LIS;Somente ida;2020-03-11 17:10:00;;R$ 1.251;39.500;1;0;
1754;2019-12-09;1;GIG;EZE;Somente ida;2020-03-11 17:50:00;;R$ 579;16.500;1;0;
1755;2019-08-26;2;LIS;BCN;Somente ida;2020-03-12 08:55:00;;R$ 575;0;2;0;
1756;2019-08-27;2;LIS;BCN;Somente ida;2020-03-12 08:55:00;;R$ 584;0;2;0;
1757;2019-12-16;1;MIA;YYZ;Somente ida;2020-03-12 20:50:00;;R$ 877;32.000;2;0;
1758;2019-12-24;2;GIG;LIS;Ida e volta;2020-03-13 20:00:00;2020-04-15 23:30:00;R$ 4.871;158.000;2;0;
1759;2019-12-15;2;MIA;GIG;Somente ida;2020-03-13 20:10:00;;R$ 1.576;41.400;1;0;
1760;2019-12-23;2;YYZ;MIA;Somente ida;2020-03-14 06:30:00;;R$ 989;28.000;1;0;
1761;2019-09-16;1;GIG;FEN;Somente ida;2020-03-15 06:40:00;;R$ 548;22.000;1;0;
1762;2019-10-21;3;EZE;SCL;Somente ida;2020-03-15 09:52:00;;R$ 386;0;1;0;
1763;2019-12-28;1;GIG;LIS;Somente ida;2020-03-15 17:10:00;;R$ 2.528;79.000;2;0;
1764;2019-11-29;2;GIG;LIS;Ida e volta;2020-03-15 17:10:00;2020-03-29 23:30:00;R$ 4.576;158.000;2;0;
1765;2019-11-13;2;GIG;CUN;Ida e volta;2020-03-16 01:25:00;2020-03-23 11:32:00;R$ 5.964;196.000;2;0;
1766;2019-09-22;1;GIG;MIA;Somente ida;2020-03-17 20:30:00;;R$ 4.594;116.000;2;1;
1767;2019-11-29;1;RAO;GIG;Ida e volta;2020-03-18 07:00:00;2020-03-25 13:40:00;R$ 970;21.000;3;0;
1768;2019-11-30;1;GIG;SCL;Ida e volta;2020-03-18 10:25:00;2020-03-24 12:17:00;R$ 1.014;22.000;1;0;
1769;2019-12-13;1;GIG;LIS;Ida e volta;2020-03-18 17:10:00;2020-04-01 23:30:00;R$ 2.362;79.000;1;0;
1770;2019-12-02;2;GIG;LIS;Ida e volta;2020-03-19 17:10:00;2020-03-29 23:30:00;R$ 2.531;79.000;1;0;
1771;2019-12-29;2;GIG;LIS;Ida e volta;2020-03-20 17:10:00;2020-04-06 12:10:00;R$ 2.410;79.000;1;0;
1772;2019-12-25;3;GIG;LIS;Ida e volta;2020-03-20 17:10:00;2020-04-20 12:10:00;R$ 2.683;79.000;1;0;
1773;2019-12-26;1;GIG;LIS;Ida e volta;2020-03-20 17:10:00;2020-04-20 12:10:00;R$ 2.683;79.000;1;0;
1774;2019-10-03;2;GIG;LIS;Somente ida;2020-03-23 17:10:00;;R$ 1.337;39.500;1;0;
1775;2019-10-14;2;GIG;LIS;Ida e volta;2020-03-23 17:10:00;2020-03-31 23:30:00;R$ 2.097;79.000;1;0;
1776;2019-10-14;2;GIG;SCL;Ida e volta;2020-03-24 06:35:00;2020-03-31 14:15:00;R$ 999;0;1;0;
1777;2019-11-15;1;GIG;IOS;Ida e volta;2020-03-24 09:10:00;2020-04-03 16:05:00;R$ 2.032;0;2;1;
1778;2019-10-20;2;SCL;EZE;Somente ida;2020-03-25 12:50:00;;R$ 396;0;2;0;
1779;2019-10-21;2;GIG;LIS;Ida e volta;2020-03-25 17:10:00;2020-04-08 23:30:00;R$ 2.262;79.000;1;0;
1780;2019-10-14;2;GIG;LIS;Ida e volta;2020-03-25 17:10:00;2020-04-08 23:30:00;R$ 4.179;158.000;2;0;
1781;2019-11-29;2;LIS;GIG;Ida e volta;2020-03-27 23:30:00;2020-04-12 21:10:00;R$ 2.148;79.000;1;0;
1782;2019-12-01;2;LIS;GIG;Ida e volta;2020-03-29 23:30:00;2020-04-15 15:40:00;R$ 9.806;296.250;3;1;
1783;2019-12-25;2;LIS;GIG;Somente ida;2020-03-30 12:10:00;;R$ 1.276;39.500;1;0;
1784;2019-10-29;2;GIG;LIS;Ida e volta;2020-03-31 15:40:00;2020-04-16 23:30:00;R$ 2.707;79.000;1;0;
1785;2019-10-14;2;GIG;LIS;Ida e volta;2020-03-31 15:40:00;2020-04-16 23:30:00;R$ 4.179;158.000;2;0;
1786;2019-11-29;1;RAO;GIG;Ida e volta;2020-04-02 07:00:00;2020-04-06 13:40:00;R$ 875;16.000;2;0;
1787;2019-10-14;5;GIG;LIS;Somente ida;2020-04-02 15:40:00;;R$ 1.101;39.500;1;0;
1788;2019-11-29;2;GIG;LIS;Ida e volta;2020-04-03 15:40:00;2020-04-20 23:30:00;R$ 4.291;158.000;2;0;
1789;2019-11-29;2;GIG;LIS;Ida e volta;2020-04-03 15:40:00;2020-04-13 12:10:00;R$ 4.291;158.000;2;0;
1790;2019-12-25;2;LIS;GIG;Ida e volta;2020-04-04 12:10:00;2020-04-20 15:40:00;R$ 2.758;92.500;1;0;
1791;2019-10-09;2;LIS;GIG;Ida e volta;2020-04-04 23:30:00;2020-04-15 15:40:00;R$ 2.572;79.000;1;0;
1792;2019-12-02;2;GIG;LIS;Ida e volta;2020-04-06 15:40:00;2020-04-20 12:10:00;R$ 12.635;395.000;5;0;
1793;2019-12-02;2;GIG;LIS;Ida e volta;2020-04-07 15:40:00;2020-04-23 23:30:00;R$ 2.531;79.000;1;0;
1794;2019-09-25;2;GIG;SCL;Somente ida;2020-04-08 11:25:00;;R$ 650;15.000;1;0;
1795;2019-11-29;2;GIG;LIS;Ida e volta;2020-04-09 15:40:00;2020-04-20 23:30:00;R$ 2.290;79.000;1;0;
1796;2019-11-14;2;GIG;LIS;Ida e volta;2020-04-09 15:40:00;2020-04-25 23:30:00;R$ 9.576;316.000;4;0;
1797;2019-11-05;2;GIG;EZE;Ida e volta;2020-04-09 21:40:00;2020-04-12 17:15:00;R$ 1.486;40.000;1;0;
1798;2019-11-19;1;GIG;BOG;Ida e volta;2020-04-10 11:30:00;2020-04-19 18:09:00;R$ 3.396;0;2;0;
1799;2019-12-28;2;MIA;YYZ;Somente ida;2020-04-10 12:10:00;;R$ 881;32.000;2;0;
1800;2019-10-21;4;LIS;AMS;Somente ida;2020-04-10 16:00:00;;R$ 1.810;0;2;0;
1801;2019-12-28;2;SCL;GIG;Ida e volta;2020-04-10 17:19:00;2020-05-01 23:15:00;R$ 788;0;1;0;
1802;2019-11-11;2;LIS;GIG;Somente ida;2020-04-10 23:30:00;;R$ 2.508;79.000;2;0;
1803;2019-12-04;2;GIG;LIS;Ida e volta;2020-04-11 21:10:00;2020-05-09 12:10:00;R$ 4.907;158.000;2;0;
1804;2019-12-13;2;GIG;IOS;Ida e volta;2020-04-13 08:15:00;2020-04-19 09:55:00;R$ 2.200;74.400;2;1;
1805;2019-12-20;1;GIG;LIS;Somente ida;2020-04-14 14:45:00;;R$ 1.338;51.100;1;0;
1806;2019-12-07;2;GIG;LIS;Ida e volta;2020-04-14 15:40:00;2020-04-27 12:10:00;R$ 2.584;79.000;1;0;
1807;2019-11-29;2;GIG;LIS;Ida e volta;2020-04-15 15:40:00;2020-04-24 23:30:00;R$ 5.050;158.000;2;0;
1808;2019-12-04;5;LIS;GIG;Somente ida;2020-04-16 23:30:00;;R$ 2.727;79.000;2;0;
1809;2019-11-30;2;GIG;LIS;Ida e volta;2020-04-17 21:10:00;2020-05-02 23:30:00;R$ 4.842;158.000;2;0;
1810;2019-12-02;1;GIG;LIS;Ida e volta;2020-04-17 21:10:00;2020-04-21 23:30:00;R$ 2.392;79.000;1;0;
1811;2019-10-25;2;GIG;LIS;Ida e volta;2020-04-17 21:10:00;2020-05-16 12:10:00;R$ 5.508;158.000;2;0;
1812;2019-11-29;2;GIG;LIS;Ida e volta;2020-04-17 21:10:00;2020-04-26 23:30:00;R$ 8.799;316.000;4;0;
1813;2019-12-23;2;GIG;LIS;Ida e volta;2020-04-17 21:10:00;2020-04-28 23:30:00;R$ 4.925;158.000;2;0;
1814;2019-11-30;2;GIG;LIS;Ida e volta;2020-04-17 21:10:00;2020-05-02 23:30:00;R$ 8.097;217.250;2;1;
1815;2019-11-14;2;GIG;LIS;Ida e volta;2020-04-19 15:40:00;2020-04-30 23:30:00;R$ 9.566;316.000;4;0;
1816;2019-10-21;2;GIG;LIS;Ida e volta;2020-04-21 15:40:00;2020-05-03 23:30:00;R$ 15.083;454.250;5;1;
1817;2019-11-29;1;GIG;FEN;Somente ida;2020-04-23 05:30:00;;R$ 1.241;0;2;0;
1818;2019-08-30;2;GIG;LIS;Ida e volta;2020-04-25 21:10:00;2020-05-05 23:30:00;R$ 5.923;158.000;2;0;
1819;2019-11-29;1;SCL;GIG;Somente ida;2020-04-27 12:33:00;;R$ 487;11.000;1;0;
1820;2019-12-28;2;GIG;LIS;Ida e volta;2020-04-27 15:40:00;2020-05-20 23:30:00;R$ 2.410;79.000;1;0;
1821;2019-12-28;2;GIG;LIS;Ida e volta;2020-04-27 21:10:00;2020-05-20 23:30:00;R$ 2.340;79.000;1;0;
1822;2019-11-17;2;LIS;GIG;Somente ida;2020-04-27 23:30:00;;R$ 2.513;79.000;2;0;
1823;2019-12-05;2;GIG;LIS;Somente ida;2020-04-28 15:40:00;;R$ 2.702;79.000;2;0;
1824;2019-10-13;2;GIG;LIS;Ida e volta;2020-04-29 15:40:00;2020-06-12 23:30:00;R$ 2.952;92.500;1;0;
1825;2019-11-29;2;GIG;LIS;Ida e volta;2020-04-30 15:40:00;2020-05-23 12:10:00;R$ 4.576;158.000;2;0;
1826;2019-11-29;2;GIG;LIS;Ida e volta;2020-04-30 15:40:00;2020-05-16 23:30:00;R$ 2.148;79.000;1;0;
1827;2019-10-14;2;GIG;LIS;Ida e volta;2020-05-01 21:10:00;2020-05-29 12:10:00;R$ 2.421;92.500;1;0;
1828;2019-12-01;2;GIG;LIS;Ida e volta;2020-05-01 21:10:00;2020-05-18 12:10:00;R$ 2.234;79.000;1;0;
1829;2019-10-13;2;GIG;LIS;Ida e volta;2020-05-03 21:10:00;2020-06-30 12:10:00;R$ 2.571;79.000;1;0;
1830;2019-11-29;2;GIG;FEN;Somente ida;2020-05-04 06:40:00;;R$ 1.217;45.000;2;0;
1831;2019-12-22;2;GIG;LIS;Ida e volta;2020-05-04 15:40:00;2020-05-14 23:30:00;R$ 4.818;158.000;2;0;
1832;2019-11-24;1;GIG;EZE;Ida e volta;2020-05-05 06:35:00;2020-05-12 18:20:00;R$ 2.459;0;2;0;
1833;2019-10-07;5;GIG;RAO;Somente ida;2020-05-05 14:45:00;;R$ 229;6.000;1;0;
1834;2019-09-10;2;GIG;LIS;Ida e volta;2020-05-05 19:20:00;2020-05-31 09:50:00;R$ 2.563;0;1;0;
1835;2019-11-29;2;RAO;IOS;Somente ida;2020-05-08 09:55:00;;R$ 1.035;36.000;2;0;
1836;2019-11-29;2;RAO;IOS;Ida e volta;2020-05-08 09:55:00;2020-05-13 14:05:00;R$ 1.917;68.800;2;0;
1837;2019-09-13;2;RAO;IOS;Ida e volta;2020-05-08 09:55:00;2020-05-11 15:35:00;R$ 1.854;54.000;2;1;
1838;2019-10-07;1;RAO;GIG;Somente ida;2020-05-08 20:00:00;;R$ 242;0;1;0;
1839;2019-10-14;2;GIG;LIS;Ida e volta;2020-05-14 21:10:00;2020-05-30 12:10:00;R$ 4.189;158.000;2;0;
1840;2019-10-14;2;GIG;LIS;Ida e volta;2020-05-14 21:10:00;2020-05-30 12:10:00;R$ 4.187;158.000;2;0;
1841;2019-10-09;2;GIG;FEN;Ida e volta;2020-05-15 06:40:00;2020-05-22 16:10:00;R$ 2.817;75.000;2;0;
1842;2019-12-02;1;GIG;RAO;Somente ida;2020-05-16 09:30:00;;R$ 748;0;2;2;
1843;2019-12-11;3;LIS;GIG;Somente ida;2020-05-16 12:10:00;;R$ 2.502;79.000;2;0;
1844;2019-10-05;2;GIG;LIS;Ida e volta;2020-05-16 15:40:00;2020-06-03 23:30:00;R$ 5.816;158.000;2;0;
1845;2019-11-18;3;SCL;CUN;Ida e volta;2020-05-16 23:13:00;2020-05-26 00:33:00;R$ 7.766;196.800;4;0;
1846;2019-12-12;3;LIS;GIG;Somente ida;2020-05-16 23:30:00;;R$ 1.253;39.500;1;0;
1847;2019-12-12;3;LIS;GIG;Somente ida;2020-05-16 23:30:00;;R$ 1.253;39.500;1;0;
1848;2019-12-12;3;LIS;GIG;Somente ida;2020-05-16 23:30:00;;R$ 1.253;39.500;1;0;
1849;2019-09-18;2;GIG;MCO;Somente ida;2020-05-17 01:25:00;;R$ 3.342;108.000;2;0;
1850;2019-09-18;2;SCL;LIS;Ida e volta;2020-05-18 11:35:00;2020-06-30 20:40:00;R$ 3.242;91.000;1;0;
1851;2019-12-02;5;RAO;GIG;Somente ida;2020-05-18 16:05:00;;R$ 641;16.000;2;2;
1852;2019-10-22;4;RAO;LIS;Ida e volta;2020-05-19 12:15:00;2020-06-02 23:15:00;R$ 6.337;210.000;2;0;
1853;2019-11-29;2;GIG;MIA;Ida e volta;2020-05-20 20:40:00;2020-06-02 22:55:00;R$ 6.190;0;2;0;
1854;2019-10-06;2;GIG;SCL;Ida e volta;2020-05-21 03:35:00;2020-05-31 17:49:00;R$ 853;0;1;0;
1855;2019-12-02;2;GIG;BCN;Somente ida;2020-05-21 15:40:00;;R$ 2.573;79.000;2;0;
1856;2019-10-23;2;GIG;LIS;Ida e volta;2020-05-21 21:10:00;2020-06-11 12:10:00;R$ 4.358;158.000;2;0;
1857;2019-11-27;2;SCL;EZE;Somente ida;2020-05-23 11:52:00;;R$ 1.239;0;3;1;
1858;2019-10-01;1;GIG;IOS;Ida e volta;2020-05-24 08:15:00;2020-05-30 13:20:00;R$ 757;23.000;1;0;
1859;2019-10-03;3;GIG;IOS;Ida e volta;2020-05-24 08:15:00;2020-05-30 13:20:00;R$ 815;23.000;1;0;
1860;2019-10-05;2;GIG;IOS;Ida e volta;2020-05-24 08:15:00;2020-05-30 13:20:00;R$ 948;27.000;1;0;
1861;2019-11-01;2;LIS;GIG;Ida e volta;2020-05-25 07:15:00;2020-06-17 21:50:00;R$ 3.024;0;1;0;
1862;2019-11-17;2;GIG;LIS;Somente ida;2020-05-27 15:40:00;;R$ 2.493;79.000;2;0;
1863;2019-11-29;2;LIS;GIG;Somente ida;2020-05-28 10:00:00;;R$ 1.260;39.500;1;0;
1864;2019-12-08;1;LIS;GIG;Ida e volta;2020-05-28 15:40:00;2020-09-18 18:40:00;R$ 2.681;79.000;1;0;
1865;2019-11-29;2;LIS;GIG;Somente ida;2020-05-28 23:30:00;;R$ 2.293;79.000;2;0;
1866;2019-12-09;2;GIG;FEN;Ida e volta;2020-05-29 06:40:00;2020-06-02 12:40:00;R$ 4.743;162.000;4;0;
1867;2019-12-25;2;GIG;LIS;Ida e volta;2020-05-30 15:40:00;2020-06-20 23:30:00;R$ 4.818;158.000;2;0;
1868;2019-11-17;2;GIG;MIA;Ida e volta;2020-04-02 01:25:00;2020-04-28 18:04:00;R$ 2.137;70.000;1;0;
1869;2019-11-17;3;GIG;MIA;Ida e volta;2020-04-02 01:25:00;2020-04-28 18:04:00;R$ 2.137;70.000;1;0;
1870;2019-11-17;3;GIG;MIA;Ida e volta;2020-04-02 01:25:00;2020-04-28 18:04:00;R$ 2.137;70.000;1;0;
1871;2019-12-31;2;GIG;LIS;Ida e volta;2020-04-02 15:40:00;2020-04-22 23:30:00;R$ 2.410;79.000;1;0;
1872;2019-11-14;2;GIG;LIS;Ida e volta;2020-04-03 15:40:00;2020-04-29 23:30:00;R$ 2.395;79.000;1;0;
1873;2019-12-22;2;GIG;LIS;Ida e volta;2020-04-04 15:40:00;2020-04-16 23:30:00;R$ 4.818;158.000;2;0;
1874;2019-12-05;2;GIG;BCN;Somente ida;2020-04-04 19:25:00;;R$ 1.727;45.500;1;0;
1875;2019-08-06;2;GIG;IOS;Somente ida;2020-04-05 08:15:00;;R$ 413;13.000;1;0;
1876;2019-11-27;1;GIG;SCL;Somente ida;2020-04-06 10:05:00;;R$ 837;0;2;0;
1877;2019-11-29;3;GIG;LIS;Ida e volta;2020-04-07 15:40:00;2020-04-17 23:30:00;R$ 5.050;158.000;2;0;
1878;2019-11-29;2;LIS;GIG;Somente ida;2020-04-07 23:30:00;;R$ 1.149;39.500;1;0;
1879;2019-08-20;2;GIG;LIS;Ida e volta;2020-04-08 15:40:00;2020-04-22 23:30:00;R$ 2.547;79.000;1;0;
